"Plot Title: FL_Keys_Tank1"
"#","Date Time, GMT-04:00","Temp, °F (LGR S/N: 20014306, SEN S/N: 20014306, LBL: FL_Keys_Tank1)","Coupler Detached (LGR S/N: 20014306)","Coupler Attached (LGR S/N: 20014306)","Host Connected (LGR S/N: 20014306)","Stopped (LGR S/N: 20014306)","End Of File (LGR S/N: 20014306)"
137,06/06/21 04:10:29 PM,86.823,,,,,
138,06/06/21 04:11:29 PM,87.004,,,,,
139,06/06/21 04:12:29 PM,87.004,,,,,
140,06/06/21 04:13:29 PM,87.004,,,,,
141,06/06/21 04:14:29 PM,86.823,,,,,
142,06/06/21 04:15:29 PM,86.823,,,,,
143,06/06/21 04:16:29 PM,86.823,,,,,
144,06/06/21 04:17:29 PM,87.004,,,,,
145,06/06/21 04:18:29 PM,87.004,,,,,
146,06/06/21 04:19:29 PM,87.004,,,,,
147,06/06/21 04:20:29 PM,87.004,,,,,
148,06/06/21 04:21:29 PM,86.823,,,,,
149,06/06/21 04:22:29 PM,86.823,,,,,
150,06/06/21 04:23:29 PM,86.823,,,,,
151,06/06/21 04:24:29 PM,87.004,,,,,
152,06/06/21 04:25:29 PM,87.004,,,,,
153,06/06/21 04:26:29 PM,87.004,,,,,
154,06/06/21 04:27:29 PM,87.004,,,,,
155,06/06/21 04:28:29 PM,87.004,,,,,
156,06/06/21 04:29:29 PM,86.823,,,,,
157,06/06/21 04:30:29 PM,86.823,,,,,
158,06/06/21 04:31:29 PM,87.004,,,,,
159,06/06/21 04:32:29 PM,87.004,,,,,
160,06/06/21 04:33:29 PM,87.004,,,,,
161,06/06/21 04:34:29 PM,87.004,,,,,
162,06/06/21 04:35:29 PM,86.823,,,,,
163,06/06/21 04:36:29 PM,87.004,,,,,
164,06/06/21 04:37:29 PM,87.004,,,,,
165,06/06/21 04:38:29 PM,86.823,,,,,
166,06/06/21 04:39:29 PM,87.004,,,,,
167,06/06/21 04:40:29 PM,87.004,,,,,
168,06/06/21 04:41:29 PM,87.186,,,,,
169,06/06/21 04:42:29 PM,87.186,,,,,
170,06/06/21 04:43:29 PM,87.004,,,,,
171,06/06/21 04:44:29 PM,87.004,,,,,
172,06/06/21 04:45:29 PM,87.004,,,,,
173,06/06/21 04:46:29 PM,87.004,,,,,
174,06/06/21 04:47:29 PM,87.004,,,,,
175,06/06/21 04:48:29 PM,86.823,,,,,
176,06/06/21 04:49:29 PM,87.004,,,,,
177,06/06/21 04:50:29 PM,86.823,,,,,
178,06/06/21 04:51:29 PM,86.823,,,,,
179,06/06/21 04:52:29 PM,87.004,,,,,
180,06/06/21 04:53:29 PM,87.004,,,,,
181,06/06/21 04:54:29 PM,87.004,,,,,
182,06/06/21 04:55:29 PM,86.823,,,,,
183,06/06/21 04:56:29 PM,86.823,,,,,
184,06/06/21 04:57:29 PM,87.004,,,,,
185,06/06/21 04:58:29 PM,87.004,,,,,
186,06/06/21 04:59:29 PM,87.004,,,,,
187,06/06/21 05:00:29 PM,87.004,,,,,
188,06/06/21 05:01:29 PM,87.004,,,,,
189,06/06/21 05:02:29 PM,87.004,,,,,
190,06/06/21 05:03:29 PM,87.004,,,,,
191,06/06/21 05:04:29 PM,87.004,,,,,
192,06/06/21 05:05:29 PM,86.823,,,,,
193,06/06/21 05:06:29 PM,87.004,,,,,
194,06/06/21 05:07:29 PM,87.004,,,,,
195,06/06/21 05:08:29 PM,86.823,,,,,
196,06/06/21 05:09:29 PM,86.823,,,,,
197,06/06/21 05:10:29 PM,86.823,,,,,
198,06/06/21 05:11:29 PM,86.823,,,,,
199,06/06/21 05:12:29 PM,86.823,,,,,
200,06/06/21 05:13:29 PM,87.004,,,,,
201,06/06/21 05:14:29 PM,87.004,,,,,
202,06/06/21 05:15:29 PM,87.004,,,,,
203,06/06/21 05:16:29 PM,87.004,,,,,
204,06/06/21 05:17:29 PM,87.004,,,,,
205,06/06/21 05:18:29 PM,87.004,,,,,
206,06/06/21 05:19:29 PM,87.004,,,,,
207,06/06/21 05:20:29 PM,87.004,,,,,
208,06/06/21 05:21:29 PM,87.004,,,,,
209,06/06/21 05:22:29 PM,86.823,,,,,
210,06/06/21 05:23:29 PM,87.004,,,,,
211,06/06/21 05:24:29 PM,87.004,,,,,
212,06/06/21 05:25:29 PM,86.823,,,,,
213,06/06/21 05:26:29 PM,87.004,,,,,
214,06/06/21 05:27:29 PM,87.004,,,,,
215,06/06/21 05:28:29 PM,86.823,,,,,
216,06/06/21 05:29:29 PM,87.004,,,,,
217,06/06/21 05:30:29 PM,87.004,,,,,
218,06/06/21 05:31:29 PM,87.004,,,,,
219,06/06/21 05:32:29 PM,86.823,,,,,
220,06/06/21 05:33:29 PM,87.004,,,,,
221,06/06/21 05:34:29 PM,87.004,,,,,
222,06/06/21 05:35:29 PM,87.004,,,,,
223,06/06/21 05:36:29 PM,87.004,,,,,
224,06/06/21 05:37:29 PM,87.004,,,,,
225,06/06/21 05:38:29 PM,87.004,,,,,
226,06/06/21 05:39:29 PM,87.004,,,,,
227,06/06/21 05:40:29 PM,86.823,,,,,
228,06/06/21 05:41:29 PM,87.004,,,,,
229,06/06/21 05:42:29 PM,86.823,,,,,
230,06/06/21 05:43:29 PM,86.823,,,,,
231,06/06/21 05:44:29 PM,87.004,,,,,
232,06/06/21 05:45:29 PM,87.004,,,,,
233,06/06/21 05:46:29 PM,87.004,,,,,
234,06/06/21 05:47:29 PM,87.004,,,,,
235,06/06/21 05:48:29 PM,87.004,,,,,
236,06/06/21 05:49:29 PM,87.004,,,,,
237,06/06/21 05:50:29 PM,87.004,,,,,
238,06/06/21 05:51:29 PM,87.004,,,,,
239,06/06/21 05:52:29 PM,86.823,,,,,
240,06/06/21 05:53:29 PM,87.004,,,,,
241,06/06/21 05:54:29 PM,87.004,,,,,
242,06/06/21 05:55:29 PM,87.004,,,,,
243,06/06/21 05:56:29 PM,87.004,,,,,
244,06/06/21 05:57:29 PM,87.004,,,,,
245,06/06/21 05:58:29 PM,86.823,,,,,
246,06/06/21 05:59:29 PM,87.004,,,,,
247,06/06/21 06:00:29 PM,87.004,,,,,
248,06/06/21 06:01:29 PM,86.823,,,,,
249,06/06/21 06:02:29 PM,86.823,,,,,
250,06/06/21 06:03:29 PM,87.004,,,,,
251,06/06/21 06:04:29 PM,87.004,,,,,
252,06/06/21 06:05:29 PM,87.004,,,,,
253,06/06/21 06:06:29 PM,87.004,,,,,
254,06/06/21 06:07:29 PM,87.004,,,,,
255,06/06/21 06:08:29 PM,87.186,,,,,
256,06/06/21 06:09:29 PM,87.186,,,,,
257,06/06/21 06:10:29 PM,87.186,,,,,
258,06/06/21 06:11:29 PM,87.186,,,,,
259,06/06/21 06:12:29 PM,87.186,,,,,
260,06/06/21 06:13:29 PM,87.186,,,,,
261,06/06/21 06:14:29 PM,87.186,,,,,
262,06/06/21 06:15:29 PM,87.186,,,,,
263,06/06/21 06:16:29 PM,87.186,,,,,
264,06/06/21 06:17:29 PM,87.186,,,,,
265,06/06/21 06:18:29 PM,87.186,,,,,
266,06/06/21 06:19:29 PM,87.186,,,,,
267,06/06/21 06:20:29 PM,87.186,,,,,
268,06/06/21 06:21:29 PM,87.186,,,,,
269,06/06/21 06:22:29 PM,87.186,,,,,
270,06/06/21 06:23:29 PM,87.186,,,,,
271,06/06/21 06:24:29 PM,87.186,,,,,
272,06/06/21 06:25:29 PM,87.186,,,,,
273,06/06/21 06:26:29 PM,87.186,,,,,
274,06/06/21 06:27:29 PM,87.186,,,,,
275,06/06/21 06:28:29 PM,87.186,,,,,
276,06/06/21 06:29:29 PM,87.186,,,,,
277,06/06/21 06:30:29 PM,87.186,,,,,
278,06/06/21 06:31:29 PM,87.186,,,,,
279,06/06/21 06:32:29 PM,87.186,,,,,
280,06/06/21 06:33:29 PM,87.186,,,,,
281,06/06/21 06:34:29 PM,87.186,,,,,
282,06/06/21 06:35:29 PM,87.186,,,,,
283,06/06/21 06:36:29 PM,87.186,,,,,
284,06/06/21 06:37:29 PM,87.186,,,,,
285,06/06/21 06:38:29 PM,87.186,,,,,
286,06/06/21 06:39:29 PM,87.186,,,,,
287,06/06/21 06:40:29 PM,87.186,,,,,
288,06/06/21 06:41:29 PM,87.186,,,,,
289,06/06/21 06:42:29 PM,87.186,,,,,
290,06/06/21 06:43:29 PM,87.186,,,,,
291,06/06/21 06:44:29 PM,87.186,,,,,
292,06/06/21 06:45:29 PM,87.186,,,,,
293,06/06/21 06:46:29 PM,87.186,,,,,
294,06/06/21 06:47:29 PM,87.186,,,,,
295,06/06/21 06:48:29 PM,87.186,,,,,
296,06/06/21 06:49:29 PM,87.186,,,,,
297,06/06/21 06:50:29 PM,87.186,,,,,
298,06/06/21 06:51:29 PM,87.186,,,,,
299,06/06/21 06:52:29 PM,87.186,,,,,
300,06/06/21 06:53:29 PM,87.186,,,,,
301,06/06/21 06:54:29 PM,87.186,,,,,
302,06/06/21 06:55:29 PM,87.186,,,,,
303,06/06/21 06:56:29 PM,87.186,,,,,
304,06/06/21 06:57:29 PM,87.186,,,,,
305,06/06/21 06:58:29 PM,87.004,,,,,
306,06/06/21 06:59:29 PM,87.186,,,,,
307,06/06/21 07:00:29 PM,87.186,,,,,
308,06/06/21 07:01:29 PM,87.186,,,,,
309,06/06/21 07:02:29 PM,87.186,,,,,
310,06/06/21 07:03:29 PM,87.186,,,,,
311,06/06/21 07:04:29 PM,87.186,,,,,
312,06/06/21 07:05:29 PM,87.186,,,,,
313,06/06/21 07:06:29 PM,87.186,,,,,
314,06/06/21 07:07:29 PM,87.186,,,,,
315,06/06/21 07:08:29 PM,87.186,,,,,
316,06/06/21 07:09:29 PM,87.186,,,,,
317,06/06/21 07:10:29 PM,87.186,,,,,
318,06/06/21 07:11:29 PM,87.186,,,,,
319,06/06/21 07:12:29 PM,87.186,,,,,
320,06/06/21 07:13:29 PM,87.186,,,,,
321,06/06/21 07:14:29 PM,87.186,,,,,
322,06/06/21 07:15:29 PM,87.186,,,,,
323,06/06/21 07:16:29 PM,87.186,,,,,
324,06/06/21 07:17:29 PM,87.186,,,,,
325,06/06/21 07:18:29 PM,87.186,,,,,
326,06/06/21 07:19:29 PM,87.186,,,,,
327,06/06/21 07:20:29 PM,87.186,,,,,
328,06/06/21 07:21:29 PM,87.186,,,,,
329,06/06/21 07:22:29 PM,87.004,,,,,
330,06/06/21 07:23:29 PM,87.186,,,,,
331,06/06/21 07:24:29 PM,87.186,,,,,
332,06/06/21 07:25:29 PM,87.186,,,,,
333,06/06/21 07:26:29 PM,87.186,,,,,
334,06/06/21 07:27:29 PM,87.186,,,,,
335,06/06/21 07:28:29 PM,87.186,,,,,
336,06/06/21 07:29:29 PM,87.186,,,,,
337,06/06/21 07:30:29 PM,87.186,,,,,
338,06/06/21 07:31:29 PM,87.186,,,,,
339,06/06/21 07:32:29 PM,87.186,,,,,
340,06/06/21 07:33:29 PM,87.186,,,,,
341,06/06/21 07:34:29 PM,87.186,,,,,
342,06/06/21 07:35:29 PM,87.186,,,,,
343,06/06/21 07:36:29 PM,87.186,,,,,
344,06/06/21 07:37:29 PM,87.186,,,,,
345,06/06/21 07:38:29 PM,87.186,,,,,
346,06/06/21 07:39:29 PM,87.186,,,,,
347,06/06/21 07:40:29 PM,87.186,,,,,
348,06/06/21 07:41:29 PM,87.186,,,,,
349,06/06/21 07:42:29 PM,87.186,,,,,
350,06/06/21 07:43:29 PM,87.186,,,,,
351,06/06/21 07:44:29 PM,87.186,,,,,
352,06/06/21 07:45:29 PM,87.186,,,,,
353,06/06/21 07:46:29 PM,87.186,,,,,
354,06/06/21 07:47:29 PM,87.186,,,,,
355,06/06/21 07:48:29 PM,87.004,,,,,
356,06/06/21 07:49:29 PM,87.186,,,,,
357,06/06/21 07:50:29 PM,87.186,,,,,
358,06/06/21 07:51:29 PM,87.186,,,,,
359,06/06/21 07:52:29 PM,87.186,,,,,
360,06/06/21 07:53:29 PM,87.186,,,,,
361,06/06/21 07:54:29 PM,87.186,,,,,
362,06/06/21 07:55:29 PM,87.186,,,,,
363,06/06/21 07:56:29 PM,87.186,,,,,
364,06/06/21 07:57:29 PM,87.186,,,,,
365,06/06/21 07:58:29 PM,87.186,,,,,
366,06/06/21 07:59:29 PM,87.186,,,,,
367,06/06/21 08:00:29 PM,87.004,,,,,
368,06/06/21 08:01:29 PM,87.004,,,,,
369,06/06/21 08:02:29 PM,87.004,,,,,
370,06/06/21 08:03:29 PM,87.004,,,,,
371,06/06/21 08:04:29 PM,87.004,,,,,
372,06/06/21 08:05:29 PM,87.004,,,,,
373,06/06/21 08:06:29 PM,87.004,,,,,
374,06/06/21 08:07:29 PM,87.004,,,,,
375,06/06/21 08:08:29 PM,87.004,,,,,
376,06/06/21 08:09:29 PM,87.004,,,,,
377,06/06/21 08:10:29 PM,87.004,,,,,
378,06/06/21 08:11:29 PM,87.004,,,,,
379,06/06/21 08:12:29 PM,87.004,,,,,
380,06/06/21 08:13:29 PM,87.004,,,,,
381,06/06/21 08:14:29 PM,87.004,,,,,
382,06/06/21 08:15:29 PM,87.004,,,,,
383,06/06/21 08:16:29 PM,87.004,,,,,
384,06/06/21 08:17:29 PM,87.004,,,,,
385,06/06/21 08:18:29 PM,87.004,,,,,
386,06/06/21 08:19:29 PM,87.004,,,,,
387,06/06/21 08:20:29 PM,87.004,,,,,
388,06/06/21 08:21:29 PM,87.004,,,,,
389,06/06/21 08:22:29 PM,87.004,,,,,
390,06/06/21 08:23:29 PM,87.004,,,,,
391,06/06/21 08:24:29 PM,87.004,,,,,
392,06/06/21 08:25:29 PM,87.004,,,,,
393,06/06/21 08:26:29 PM,87.004,,,,,
394,06/06/21 08:27:29 PM,87.004,,,,,
395,06/06/21 08:28:29 PM,87.004,,,,,
396,06/06/21 08:29:29 PM,87.004,,,,,
397,06/06/21 08:30:29 PM,87.004,,,,,
398,06/06/21 08:31:29 PM,86.823,,,,,
399,06/06/21 08:32:29 PM,86.823,,,,,
400,06/06/21 08:33:29 PM,86.823,,,,,
401,06/06/21 08:34:29 PM,86.823,,,,,
402,06/06/21 08:35:29 PM,86.823,,,,,
403,06/06/21 08:36:29 PM,86.823,,,,,
404,06/06/21 08:37:29 PM,86.823,,,,,
405,06/06/21 08:38:29 PM,86.823,,,,,
406,06/06/21 08:39:29 PM,86.823,,,,,
407,06/06/21 08:40:29 PM,86.823,,,,,
408,06/06/21 08:41:29 PM,86.823,,,,,
409,06/06/21 08:42:29 PM,86.823,,,,,
410,06/06/21 08:43:29 PM,86.823,,,,,
411,06/06/21 08:44:29 PM,86.823,,,,,
412,06/06/21 08:45:29 PM,86.823,,,,,
413,06/06/21 08:46:29 PM,86.823,,,,,
414,06/06/21 08:47:29 PM,86.823,,,,,
415,06/06/21 08:48:29 PM,86.823,,,,,
416,06/06/21 08:49:29 PM,86.823,,,,,
417,06/06/21 08:50:29 PM,86.823,,,,,
418,06/06/21 08:51:29 PM,86.823,,,,,
419,06/06/21 08:52:29 PM,86.823,,,,,
420,06/06/21 08:53:29 PM,86.823,,,,,
421,06/06/21 08:54:29 PM,86.823,,,,,
422,06/06/21 08:55:29 PM,86.823,,,,,
423,06/06/21 08:56:29 PM,86.823,,,,,
424,06/06/21 08:57:29 PM,86.823,,,,,
425,06/06/21 08:58:29 PM,86.823,,,,,
426,06/06/21 08:59:29 PM,86.823,,,,,
427,06/06/21 09:00:29 PM,86.823,,,,,
428,06/06/21 09:01:29 PM,86.823,,,,,
429,06/06/21 09:02:29 PM,86.823,,,,,
430,06/06/21 09:03:29 PM,86.823,,,,,
431,06/06/21 09:04:29 PM,86.823,,,,,
432,06/06/21 09:05:29 PM,86.823,,,,,
433,06/06/21 09:06:29 PM,86.823,,,,,
434,06/06/21 09:07:29 PM,86.823,,,,,
435,06/06/21 09:08:29 PM,86.823,,,,,
436,06/06/21 09:09:29 PM,86.823,,,,,
437,06/06/21 09:10:29 PM,86.823,,,,,
438,06/06/21 09:11:29 PM,86.823,,,,,
439,06/06/21 09:12:29 PM,86.823,,,,,
440,06/06/21 09:13:29 PM,86.823,,,,,
441,06/06/21 09:14:29 PM,86.823,,,,,
442,06/06/21 09:15:29 PM,86.823,,,,,
443,06/06/21 09:16:29 PM,86.823,,,,,
444,06/06/21 09:17:29 PM,86.823,,,,,
445,06/06/21 09:18:29 PM,86.823,,,,,
446,06/06/21 09:19:29 PM,86.823,,,,,
447,06/06/21 09:20:29 PM,86.823,,,,,
448,06/06/21 09:21:29 PM,86.823,,,,,
449,06/06/21 09:22:29 PM,86.823,,,,,
450,06/06/21 09:23:29 PM,86.823,,,,,
451,06/06/21 09:24:29 PM,86.823,,,,,
452,06/06/21 09:25:29 PM,86.823,,,,,
453,06/06/21 09:26:29 PM,86.823,,,,,
454,06/06/21 09:27:29 PM,86.823,,,,,
455,06/06/21 09:28:29 PM,86.823,,,,,
456,06/06/21 09:29:29 PM,86.823,,,,,
457,06/06/21 09:30:29 PM,86.823,,,,,
458,06/06/21 09:31:29 PM,86.823,,,,,
459,06/06/21 09:32:29 PM,86.823,,,,,
460,06/06/21 09:33:29 PM,86.823,,,,,
461,06/06/21 09:34:29 PM,86.823,,,,,
462,06/06/21 09:35:29 PM,86.823,,,,,
463,06/06/21 09:36:29 PM,86.823,,,,,
464,06/06/21 09:37:29 PM,86.823,,,,,
465,06/06/21 09:38:29 PM,86.823,,,,,
466,06/06/21 09:39:29 PM,86.823,,,,,
467,06/06/21 09:40:29 PM,86.823,,,,,
468,06/06/21 09:41:29 PM,86.823,,,,,
469,06/06/21 09:42:29 PM,86.823,,,,,
470,06/06/21 09:43:29 PM,86.823,,,,,
471,06/06/21 09:44:29 PM,86.823,,,,,
472,06/06/21 09:45:29 PM,86.823,,,,,
473,06/06/21 09:46:29 PM,86.823,,,,,
474,06/06/21 09:47:29 PM,86.823,,,,,
475,06/06/21 09:48:29 PM,86.823,,,,,
476,06/06/21 09:49:29 PM,86.823,,,,,
477,06/06/21 09:50:29 PM,86.823,,,,,
478,06/06/21 09:51:29 PM,86.823,,,,,
479,06/06/21 09:52:29 PM,86.823,,,,,
480,06/06/21 09:53:29 PM,86.823,,,,,
481,06/06/21 09:54:29 PM,86.823,,,,,
482,06/06/21 09:55:29 PM,86.823,,,,,
483,06/06/21 09:56:29 PM,86.823,,,,,
484,06/06/21 09:57:29 PM,86.823,,,,,
485,06/06/21 09:58:29 PM,86.823,,,,,
486,06/06/21 09:59:29 PM,86.823,,,,,
487,06/06/21 10:00:29 PM,86.823,,,,,
488,06/06/21 10:01:29 PM,86.823,,,,,
489,06/06/21 10:02:29 PM,86.823,,,,,
490,06/06/21 10:03:29 PM,86.823,,,,,
491,06/06/21 10:04:29 PM,86.823,,,,,
492,06/06/21 10:05:29 PM,86.823,,,,,
493,06/06/21 10:06:29 PM,86.641,,,,,
494,06/06/21 10:07:29 PM,86.823,,,,,
495,06/06/21 10:08:29 PM,86.823,,,,,
496,06/06/21 10:09:29 PM,86.823,,,,,
497,06/06/21 10:10:29 PM,86.823,,,,,
498,06/06/21 10:11:29 PM,86.823,,,,,
499,06/06/21 10:12:29 PM,86.823,,,,,
500,06/06/21 10:13:29 PM,86.823,,,,,
501,06/06/21 10:14:29 PM,86.823,,,,,
502,06/06/21 10:15:29 PM,86.823,,,,,
503,06/06/21 10:16:29 PM,86.823,,,,,
504,06/06/21 10:17:29 PM,86.823,,,,,
505,06/06/21 10:18:29 PM,86.823,,,,,
506,06/06/21 10:19:29 PM,86.823,,,,,
507,06/06/21 10:20:29 PM,86.823,,,,,
508,06/06/21 10:21:29 PM,86.823,,,,,
509,06/06/21 10:22:29 PM,86.823,,,,,
510,06/06/21 10:23:29 PM,86.823,,,,,
511,06/06/21 10:24:29 PM,86.823,,,,,
512,06/06/21 10:25:29 PM,86.823,,,,,
513,06/06/21 10:26:29 PM,86.823,,,,,
514,06/06/21 10:27:29 PM,86.823,,,,,
515,06/06/21 10:28:29 PM,86.823,,,,,
516,06/06/21 10:29:29 PM,86.823,,,,,
517,06/06/21 10:30:29 PM,86.823,,,,,
518,06/06/21 10:31:29 PM,86.823,,,,,
519,06/06/21 10:32:29 PM,86.823,,,,,
520,06/06/21 10:33:29 PM,86.823,,,,,
521,06/06/21 10:34:29 PM,86.823,,,,,
522,06/06/21 10:35:29 PM,86.823,,,,,
523,06/06/21 10:36:29 PM,86.823,,,,,
524,06/06/21 10:37:29 PM,86.823,,,,,
