"Plot Title: FL_Keys_Tank5"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 20663193, SEN S/N: 20663193, LBL: FL_Keys_Tank5)","Coupler Detached (LGR S/N: 20663193)","Coupler Attached (LGR S/N: 20663193)","Host Connected (LGR S/N: 20663193)","Stopped (LGR S/N: 20663193)","End Of File (LGR S/N: 20663193)"
43,06/06/21 02:44:32 PM,32.291,,,,,
44,06/06/21 02:45:32 PM,32.291,,,,,
45,06/06/21 02:46:32 PM,32.291,,,,,
46,06/06/21 02:47:32 PM,32.291,,,,,
47,06/06/21 02:48:32 PM,32.291,,,,,
48,06/06/21 02:49:32 PM,32.394,,,,,
49,06/06/21 02:50:32 PM,32.394,,,,,
50,06/06/21 02:51:32 PM,32.394,,,,,
51,06/06/21 02:52:32 PM,32.394,,,,,
52,06/06/21 02:53:32 PM,32.497,,,,,
53,06/06/21 02:54:32 PM,32.600,,,,,
54,06/06/21 02:55:32 PM,32.600,,,,,
55,06/06/21 02:56:32 PM,32.600,,,,,
56,06/06/21 02:57:32 PM,32.600,,,,,
57,06/06/21 02:58:32 PM,32.704,,,,,
58,06/06/21 02:59:32 PM,32.704,,,,,
59,06/06/21 03:00:32 PM,32.807,,,,,
60,06/06/21 03:01:32 PM,32.807,,,,,
61,06/06/21 03:02:32 PM,32.807,,,,,
62,06/06/21 03:03:32 PM,32.807,,,,,
63,06/06/21 03:04:32 PM,32.911,,,,,
64,06/06/21 03:05:32 PM,32.911,,,,,
65,06/06/21 03:06:32 PM,32.911,,,,,
66,06/06/21 03:07:32 PM,32.911,,,,,
67,06/06/21 03:08:32 PM,32.911,,,,,
68,06/06/21 03:09:32 PM,33.014,,,,,
69,06/06/21 03:10:32 PM,33.014,,,,,
70,06/06/21 03:11:32 PM,33.118,,,,,
71,06/06/21 03:12:32 PM,33.118,,,,,
72,06/06/21 03:13:32 PM,33.118,,,,,
73,06/06/21 03:14:32 PM,33.118,,,,,
74,06/06/21 03:15:32 PM,33.118,,,,,
75,06/06/21 03:16:32 PM,33.118,,,,,
76,06/06/21 03:17:32 PM,33.222,,,,,
77,06/06/21 03:18:32 PM,33.222,,,,,
78,06/06/21 03:19:32 PM,33.326,,,,,
79,06/06/21 03:20:32 PM,33.430,,,,,
80,06/06/21 03:21:32 PM,33.430,,,,,
81,06/06/21 03:22:32 PM,33.430,,,,,
82,06/06/21 03:23:32 PM,33.535,,,,,
83,06/06/21 03:24:32 PM,33.535,,,,,
84,06/06/21 03:25:32 PM,33.535,,,,,
85,06/06/21 03:26:32 PM,33.639,,,,,
86,06/06/21 03:27:32 PM,33.639,,,,,
87,06/06/21 03:28:32 PM,33.639,,,,,
88,06/06/21 03:29:32 PM,33.639,,,,,
89,06/06/21 03:30:32 PM,33.639,,,,,
90,06/06/21 03:31:32 PM,33.639,,,,,
91,06/06/21 03:32:32 PM,33.743,,,,,
92,06/06/21 03:33:32 PM,33.743,,,,,
93,06/06/21 03:34:32 PM,33.848,,,,,
94,06/06/21 03:35:32 PM,33.848,,,,,
95,06/06/21 03:36:32 PM,33.848,,,,,
96,06/06/21 03:37:32 PM,33.953,,,,,
97,06/06/21 03:38:32 PM,33.953,,,,,
98,06/06/21 03:39:32 PM,34.058,,,,,
99,06/06/21 03:40:32 PM,34.058,,,,,
100,06/06/21 03:41:32 PM,34.058,,,,,
101,06/06/21 03:42:32 PM,34.058,,,,,
102,06/06/21 03:43:32 PM,34.058,,,,,
103,06/06/21 03:44:32 PM,34.163,,,,,
104,06/06/21 03:45:32 PM,34.163,,,,,
105,06/06/21 03:46:32 PM,34.163,,,,,
106,06/06/21 03:47:32 PM,34.163,,,,,
107,06/06/21 03:48:32 PM,34.163,,,,,
108,06/06/21 03:49:32 PM,34.268,,,,,
109,06/06/21 03:50:32 PM,34.374,,,,,
110,06/06/21 03:51:32 PM,34.374,,,,,
111,06/06/21 03:52:32 PM,34.374,,,,,
112,06/06/21 03:53:32 PM,34.479,,,,,
113,06/06/21 03:54:32 PM,34.479,,,,,
114,06/06/21 03:55:32 PM,34.585,,,,,
115,06/06/21 03:56:32 PM,34.585,,,,,
116,06/06/21 03:57:32 PM,34.585,,,,,
117,06/06/21 03:58:32 PM,34.585,,,,,
118,06/06/21 03:59:32 PM,34.585,,,,,
119,06/06/21 04:00:32 PM,34.691,,,,,
120,06/06/21 04:01:32 PM,34.691,,,,,
121,06/06/21 04:02:32 PM,34.691,,,,,
122,06/06/21 04:03:32 PM,34.691,,,,,
123,06/06/21 04:04:32 PM,34.796,,,,,
124,06/06/21 04:05:32 PM,34.796,,,,,
125,06/06/21 04:06:32 PM,34.796,,,,,
126,06/06/21 04:07:32 PM,34.903,,,,,
127,06/06/21 04:08:32 PM,35.009,,,,,
128,06/06/21 04:09:32 PM,35.009,,,,,
129,06/06/21 04:10:32 PM,35.009,,,,,
130,06/06/21 04:11:32 PM,35.009,,,,,
131,06/06/21 04:12:32 PM,35.009,,,,,
132,06/06/21 04:13:32 PM,35.115,,,,,
133,06/06/21 04:14:32 PM,35.115,,,,,
134,06/06/21 04:15:32 PM,35.222,,,,,
135,06/06/21 04:16:32 PM,35.222,,,,,
136,06/06/21 04:17:32 PM,35.222,,,,,
137,06/06/21 04:18:32 PM,35.222,,,,,
138,06/06/21 04:19:32 PM,35.328,,,,,
139,06/06/21 04:20:32 PM,35.328,,,,,
140,06/06/21 04:21:32 PM,35.328,,,,,
141,06/06/21 04:22:32 PM,35.328,,,,,
142,06/06/21 04:23:32 PM,35.328,,,,,
143,06/06/21 04:24:32 PM,35.435,,,,,
144,06/06/21 04:25:32 PM,35.542,,,,,
145,06/06/21 04:26:32 PM,35.542,,,,,
146,06/06/21 04:27:32 PM,35.542,,,,,
147,06/06/21 04:28:32 PM,35.649,,,,,
148,06/06/21 04:29:32 PM,35.649,,,,,
149,06/06/21 04:30:32 PM,35.649,,,,,
150,06/06/21 04:31:32 PM,35.649,,,,,
151,06/06/21 04:32:32 PM,35.649,,,,,
152,06/06/21 04:33:32 PM,35.756,,,,,
153,06/06/21 04:34:32 PM,35.756,,,,,
154,06/06/21 04:35:32 PM,35.864,,,,,
155,06/06/21 04:36:32 PM,35.864,,,,,
156,06/06/21 04:37:32 PM,35.864,,,,,
157,06/06/21 04:38:32 PM,35.864,,,,,
158,06/06/21 04:39:32 PM,35.971,,,,,
159,06/06/21 04:40:32 PM,35.971,,,,,
160,06/06/21 04:41:32 PM,35.971,,,,,
161,06/06/21 04:42:32 PM,36.079,,,,,
162,06/06/21 04:43:32 PM,36.079,,,,,
163,06/06/21 04:44:32 PM,36.187,,,,,
164,06/06/21 04:45:32 PM,36.187,,,,,
165,06/06/21 04:46:32 PM,36.187,,,,,
166,06/06/21 04:47:32 PM,36.187,,,,,
167,06/06/21 04:48:32 PM,36.295,,,,,
168,06/06/21 04:49:32 PM,36.295,,,,,
169,06/06/21 04:50:32 PM,36.295,,,,,
170,06/06/21 04:51:32 PM,36.295,,,,,
171,06/06/21 04:52:32 PM,36.295,,,,,
172,06/06/21 04:53:32 PM,36.295,,,,,
173,06/06/21 04:54:32 PM,36.295,,,,,
174,06/06/21 04:55:32 PM,36.295,,,,,
175,06/06/21 04:56:32 PM,36.295,,,,,
176,06/06/21 04:57:32 PM,36.403,,,,,
177,06/06/21 04:58:32 PM,36.403,,,,,
178,06/06/21 04:59:32 PM,36.403,,,,,
179,06/06/21 05:00:32 PM,36.511,,,,,
180,06/06/21 05:01:32 PM,36.511,,,,,
181,06/06/21 05:02:32 PM,36.511,,,,,
182,06/06/21 05:03:32 PM,36.511,,,,,
183,06/06/21 05:04:32 PM,36.511,,,,,
184,06/06/21 05:05:32 PM,36.511,,,,,
185,06/06/21 05:06:32 PM,36.511,,,,,
186,06/06/21 05:07:32 PM,36.511,,,,,
187,06/06/21 05:08:32 PM,36.511,,,,,
188,06/06/21 05:09:32 PM,36.620,,,,,
189,06/06/21 05:10:32 PM,36.620,,,,,
190,06/06/21 05:11:32 PM,36.620,,,,,
191,06/06/21 05:12:32 PM,36.728,,,,,
192,06/06/21 05:13:32 PM,36.620,,,,,
193,06/06/21 05:14:32 PM,36.620,,,,,
194,06/06/21 05:15:32 PM,36.620,,,,,
195,06/06/21 05:16:32 PM,36.620,,,,,
196,06/06/21 05:17:32 PM,36.620,,,,,
197,06/06/21 05:18:32 PM,36.620,,,,,
198,06/06/21 05:19:32 PM,36.620,,,,,
199,06/06/21 05:20:32 PM,36.620,,,,,
200,06/06/21 05:21:32 PM,36.620,,,,,
201,06/06/21 05:22:32 PM,36.620,,,,,
202,06/06/21 05:23:32 PM,36.620,,,,,
203,06/06/21 05:24:32 PM,36.620,,,,,
204,06/06/21 05:25:32 PM,36.620,,,,,
205,06/06/21 05:26:32 PM,36.620,,,,,
206,06/06/21 05:27:32 PM,36.620,,,,,
207,06/06/21 05:28:32 PM,36.620,,,,,
208,06/06/21 05:29:32 PM,36.620,,,,,
209,06/06/21 05:30:32 PM,36.620,,,,,
210,06/06/21 05:31:32 PM,36.620,,,,,
211,06/06/21 05:32:32 PM,36.620,,,,,
212,06/06/21 05:33:32 PM,36.620,,,,,
213,06/06/21 05:34:32 PM,36.620,,,,,
214,06/06/21 05:35:32 PM,36.620,,,,,
215,06/06/21 05:36:32 PM,36.620,,,,,
216,06/06/21 05:37:32 PM,36.511,,,,,
217,06/06/21 05:38:32 PM,36.511,,,,,
218,06/06/21 05:39:32 PM,36.511,,,,,
219,06/06/21 05:40:32 PM,36.511,,,,,
220,06/06/21 05:41:32 PM,36.511,,,,,
221,06/06/21 05:42:32 PM,36.511,,,,,
222,06/06/21 05:43:32 PM,36.511,,,,,
223,06/06/21 05:44:32 PM,36.403,,,,,
224,06/06/21 05:45:32 PM,36.403,,,,,
225,06/06/21 05:46:32 PM,36.403,,,,,
226,06/06/21 05:47:32 PM,36.295,,,,,
227,06/06/21 05:48:32 PM,36.295,,,,,
228,06/06/21 05:49:32 PM,36.187,,,,,
229,06/06/21 05:50:32 PM,36.187,,,,,
230,06/06/21 05:51:32 PM,36.079,,,,,
231,06/06/21 05:52:32 PM,36.079,,,,,
232,06/06/21 05:53:32 PM,36.187,,,,,
233,06/06/21 05:54:32 PM,36.187,,,,,
234,06/06/21 05:55:32 PM,36.295,,,,,
235,06/06/21 05:56:32 PM,36.403,,,,,
236,06/06/21 05:57:32 PM,36.511,,,,,
237,06/06/21 05:58:32 PM,36.620,,,,,
238,06/06/21 05:59:32 PM,36.620,,,,,
239,06/06/21 06:00:32 PM,36.620,,,,,
240,06/06/21 06:01:32 PM,36.620,,,,,
241,06/06/21 06:02:32 PM,36.620,,,,,
242,06/06/21 06:03:32 PM,36.728,,,,,
243,06/06/21 06:04:32 PM,36.728,,,,,
244,06/06/21 06:05:32 PM,36.728,,,,,
245,06/06/21 06:06:32 PM,36.620,,,,,
246,06/06/21 06:07:32 PM,36.728,,,,,
247,06/06/21 06:08:32 PM,36.728,,,,,
248,06/06/21 06:09:32 PM,36.728,,,,,
249,06/06/21 06:10:32 PM,36.728,,,,,
250,06/06/21 06:11:32 PM,36.728,,,,,
251,06/06/21 06:12:32 PM,36.728,,,,,
252,06/06/21 06:13:32 PM,36.728,,,,,
253,06/06/21 06:14:32 PM,36.728,,,,,
254,06/06/21 06:15:32 PM,36.728,,,,,
255,06/06/21 06:16:32 PM,36.728,,,,,
256,06/06/21 06:17:32 PM,36.728,,,,,
257,06/06/21 06:18:32 PM,36.728,,,,,
258,06/06/21 06:19:32 PM,36.728,,,,,
259,06/06/21 06:20:32 PM,36.620,,,,,
260,06/06/21 06:21:32 PM,36.728,,,,,
261,06/06/21 06:22:32 PM,36.728,,,,,
262,06/06/21 06:23:32 PM,36.728,,,,,
263,06/06/21 06:24:32 PM,36.728,,,,,
264,06/06/21 06:25:32 PM,36.728,,,,,
265,06/06/21 06:26:32 PM,36.728,,,,,
266,06/06/21 06:27:32 PM,36.728,,,,,
267,06/06/21 06:28:32 PM,36.728,,,,,
268,06/06/21 06:29:32 PM,36.728,,,,,
269,06/06/21 06:30:32 PM,36.728,,,,,
270,06/06/21 06:31:32 PM,36.728,,,,,
271,06/06/21 06:32:32 PM,36.728,,,,,
272,06/06/21 06:33:32 PM,36.728,,,,,
273,06/06/21 06:34:32 PM,36.728,,,,,
274,06/06/21 06:35:32 PM,36.728,,,,,
275,06/06/21 06:36:32 PM,36.728,,,,,
276,06/06/21 06:37:32 PM,36.728,,,,,
277,06/06/21 06:38:32 PM,36.728,,,,,
278,06/06/21 06:39:32 PM,36.728,,,,,
279,06/06/21 06:40:32 PM,36.728,,,,,
280,06/06/21 06:41:32 PM,36.728,,,,,
281,06/06/21 06:42:32 PM,36.728,,,,,
282,06/06/21 06:43:32 PM,36.728,,,,,
283,06/06/21 06:44:32 PM,36.728,,,,,
284,06/06/21 06:45:32 PM,36.620,,,,,
285,06/06/21 06:46:32 PM,36.620,,,,,
286,06/06/21 06:47:32 PM,36.620,,,,,
287,06/06/21 06:48:32 PM,36.620,,,,,
288,06/06/21 06:49:32 PM,36.728,,,,,
289,06/06/21 06:50:32 PM,36.620,,,,,
290,06/06/21 06:51:32 PM,36.620,,,,,
291,06/06/21 06:52:32 PM,36.728,,,,,
292,06/06/21 06:53:32 PM,36.728,,,,,
293,06/06/21 06:54:32 PM,36.620,,,,,
294,06/06/21 06:55:32 PM,36.620,,,,,
295,06/06/21 06:56:32 PM,36.728,,,,,
296,06/06/21 06:57:32 PM,36.620,,,,,
297,06/06/21 06:58:32 PM,36.620,,,,,
298,06/06/21 06:59:32 PM,36.620,,,,,
299,06/06/21 07:00:32 PM,36.728,,,,,
300,06/06/21 07:01:32 PM,36.620,,,,,
301,06/06/21 07:02:32 PM,36.620,,,,,
302,06/06/21 07:03:32 PM,36.620,,,,,
303,06/06/21 07:04:32 PM,36.728,,,,,
304,06/06/21 07:05:32 PM,36.728,,,,,
305,06/06/21 07:06:32 PM,36.620,,,,,
306,06/06/21 07:07:32 PM,36.620,,,,,
307,06/06/21 07:08:32 PM,36.511,,,,,
308,06/06/21 07:09:32 PM,36.403,,,,,
309,06/06/21 07:10:32 PM,36.295,,,,,
310,06/06/21 07:11:32 PM,36.295,,,,,
311,06/06/21 07:12:32 PM,36.187,,,,,
312,06/06/21 07:13:32 PM,36.079,,,,,
313,06/06/21 07:14:32 PM,35.971,,,,,
314,06/06/21 07:15:32 PM,35.864,,,,,
315,06/06/21 07:16:32 PM,35.756,,,,,
316,06/06/21 07:17:32 PM,35.756,,,,,
317,06/06/21 07:18:32 PM,35.649,,,,,
318,06/06/21 07:19:32 PM,35.542,,,,,
319,06/06/21 07:20:32 PM,35.435,,,,,
320,06/06/21 07:21:32 PM,35.435,,,,,
321,06/06/21 07:22:32 PM,35.328,,,,,
322,06/06/21 07:23:32 PM,35.328,,,,,
323,06/06/21 07:24:32 PM,35.328,,,,,
324,06/06/21 07:25:32 PM,35.435,,,,,
325,06/06/21 07:26:32 PM,35.435,,,,,
326,06/06/21 07:27:32 PM,35.542,,,,,
327,06/06/21 07:28:32 PM,35.649,,,,,
328,06/06/21 07:29:32 PM,35.756,,,,,
329,06/06/21 07:30:32 PM,35.864,,,,,
330,06/06/21 07:31:32 PM,35.971,,,,,
331,06/06/21 07:32:32 PM,36.079,,,,,
332,06/06/21 07:33:32 PM,36.187,,,,,
333,06/06/21 07:34:32 PM,36.295,,,,,
334,06/06/21 07:35:32 PM,36.403,,,,,
335,06/06/21 07:36:32 PM,36.403,,,,,
336,06/06/21 07:37:32 PM,36.511,,,,,
337,06/06/21 07:38:32 PM,36.511,,,,,
338,06/06/21 07:39:32 PM,36.620,,,,,
339,06/06/21 07:40:32 PM,36.620,,,,,
340,06/06/21 07:41:32 PM,36.620,,,,,
341,06/06/21 07:42:32 PM,36.620,,,,,
342,06/06/21 07:43:32 PM,36.620,,,,,
343,06/06/21 07:44:32 PM,36.620,,,,,
344,06/06/21 07:45:32 PM,36.620,,,,,
345,06/06/21 07:46:32 PM,36.620,,,,,
346,06/06/21 07:47:32 PM,36.728,,,,,
347,06/06/21 07:48:32 PM,36.620,,,,,
348,06/06/21 07:49:32 PM,36.620,,,,,
349,06/06/21 07:50:32 PM,36.728,,,,,
350,06/06/21 07:51:32 PM,36.620,,,,,
351,06/06/21 07:52:32 PM,36.620,,,,,
352,06/06/21 07:53:32 PM,36.620,,,,,
353,06/06/21 07:54:32 PM,36.620,,,,,
354,06/06/21 07:55:32 PM,36.620,,,,,
355,06/06/21 07:56:32 PM,36.620,,,,,
356,06/06/21 07:57:32 PM,36.620,,,,,
357,06/06/21 07:58:32 PM,36.620,,,,,
358,06/06/21 07:59:32 PM,36.728,,,,,
359,06/06/21 08:00:32 PM,36.620,,,,,
360,06/06/21 08:01:32 PM,36.620,,,,,
361,06/06/21 08:02:32 PM,36.620,,,,,
362,06/06/21 08:03:32 PM,36.620,,,,,
363,06/06/21 08:04:32 PM,36.620,,,,,
364,06/06/21 08:05:32 PM,36.620,,,,,
365,06/06/21 08:06:32 PM,36.620,,,,,
366,06/06/21 08:07:32 PM,36.620,,,,,
367,06/06/21 08:08:32 PM,36.511,,,,,
368,06/06/21 08:09:32 PM,36.403,,,,,
369,06/06/21 08:10:32 PM,36.403,,,,,
370,06/06/21 08:11:32 PM,36.295,,,,,
371,06/06/21 08:12:32 PM,36.187,,,,,
372,06/06/21 08:13:32 PM,36.079,,,,,
373,06/06/21 08:14:32 PM,35.971,,,,,
374,06/06/21 08:15:32 PM,35.864,,,,,
375,06/06/21 08:16:32 PM,35.756,,,,,
376,06/06/21 08:17:32 PM,35.649,,,,,
377,06/06/21 08:18:32 PM,35.542,,,,,
378,06/06/21 08:19:32 PM,35.435,,,,,
379,06/06/21 08:20:32 PM,35.435,,,,,
380,06/06/21 08:21:32 PM,35.328,,,,,
381,06/06/21 08:22:32 PM,35.222,,,,,
382,06/06/21 08:23:32 PM,35.115,,,,,
383,06/06/21 08:24:32 PM,35.009,,,,,
384,06/06/21 08:25:32 PM,34.903,,,,,
385,06/06/21 08:26:32 PM,34.796,,,,,
386,06/06/21 08:27:32 PM,34.691,,,,,
387,06/06/21 08:28:32 PM,34.585,,,,,
388,06/06/21 08:29:32 PM,34.585,,,,,
389,06/06/21 08:30:32 PM,34.479,,,,,
390,06/06/21 08:31:32 PM,34.374,,,,,
391,06/06/21 08:32:32 PM,34.268,,,,,
392,06/06/21 08:33:32 PM,34.163,,,,,
393,06/06/21 08:34:32 PM,34.058,,,,,
394,06/06/21 08:35:32 PM,33.953,,,,,
395,06/06/21 08:36:32 PM,33.848,,,,,
396,06/06/21 08:37:32 PM,33.743,,,,,
397,06/06/21 08:38:32 PM,33.639,,,,,
398,06/06/21 08:39:32 PM,33.639,,,,,
399,06/06/21 08:40:32 PM,33.535,,,,,
400,06/06/21 08:41:32 PM,33.430,,,,,
401,06/06/21 08:42:32 PM,33.326,,,,,
402,06/06/21 08:43:32 PM,33.222,,,,,
403,06/06/21 08:44:32 PM,33.118,,,,,
404,06/06/21 08:45:32 PM,33.014,,,,,
405,06/06/21 08:46:32 PM,33.014,,,,,
406,06/06/21 08:47:32 PM,32.911,,,,,
407,06/06/21 08:48:32 PM,32.807,,,,,
408,06/06/21 08:49:32 PM,32.704,,,,,
409,06/06/21 08:50:32 PM,32.600,,,,,
410,06/06/21 08:51:32 PM,32.600,,,,,
411,06/06/21 08:52:32 PM,32.497,,,,,
412,06/06/21 08:53:32 PM,32.394,,,,,
413,06/06/21 08:54:32 PM,32.291,,,,,
414,06/06/21 08:55:32 PM,32.188,,,,,
415,06/06/21 08:56:32 PM,32.086,,,,,
416,06/06/21 08:57:32 PM,32.086,,,,,
417,06/06/21 08:58:32 PM,31.983,,,,,
418,06/06/21 08:59:32 PM,31.880,,,,,
419,06/06/21 09:00:32 PM,31.778,,,,,
420,06/06/21 09:01:32 PM,31.676,,,,,
421,06/06/21 09:02:32 PM,31.574,,,,,
422,06/06/21 09:03:32 PM,31.574,,,,,
423,06/06/21 09:04:32 PM,31.472,,,,,
424,06/06/21 09:05:32 PM,31.370,,,,,
425,06/06/21 09:06:32 PM,31.370,,,,,
426,06/06/21 09:07:32 PM,31.268,,,,,
427,06/06/21 09:08:32 PM,31.166,,,,,
428,06/06/21 09:09:32 PM,31.064,,,,,
429,06/06/21 09:10:32 PM,31.064,,,,,
430,06/06/21 09:11:32 PM,30.963,,,,,
431,06/06/21 09:12:32 PM,30.963,,,,,
432,06/06/21 09:13:32 PM,30.862,,,,,
433,06/06/21 09:14:32 PM,30.862,,,,,
434,06/06/21 09:15:32 PM,30.862,,,,,
435,06/06/21 09:16:32 PM,30.760,,,,,
436,06/06/21 09:17:32 PM,30.760,,,,,
437,06/06/21 09:18:32 PM,30.659,,,,,
438,06/06/21 09:19:32 PM,30.659,,,,,
439,06/06/21 09:20:32 PM,30.558,,,,,
440,06/06/21 09:21:32 PM,30.558,,,,,
441,06/06/21 09:22:32 PM,30.558,,,,,
442,06/06/21 09:23:32 PM,30.558,,,,,
443,06/06/21 09:24:32 PM,30.558,,,,,
444,06/06/21 09:25:32 PM,30.558,,,,,
445,06/06/21 09:26:32 PM,30.558,,,,,
446,06/06/21 09:27:32 PM,30.558,,,,,
447,06/06/21 09:28:32 PM,30.558,,,,,
448,06/06/21 09:29:32 PM,30.558,,,,,
449,06/06/21 09:30:32 PM,30.558,,,,,
450,06/06/21 09:31:32 PM,30.558,,,,,
451,06/06/21 09:32:32 PM,30.558,,,,,
452,06/06/21 09:33:32 PM,30.558,,,,,
453,06/06/21 09:34:32 PM,30.558,,,,,
454,06/06/21 09:35:32 PM,30.558,,,,,
455,06/06/21 09:36:32 PM,30.558,,,,,
456,06/06/21 09:37:32 PM,30.558,,,,,
457,06/06/21 09:38:32 PM,30.558,,,,,
458,06/06/21 09:39:32 PM,30.558,,,,,
459,06/06/21 09:40:32 PM,30.558,,,,,
460,06/06/21 09:41:32 PM,30.558,,,,,
461,06/06/21 09:42:32 PM,30.558,,,,,
462,06/06/21 09:43:32 PM,30.558,,,,,
463,06/06/21 09:44:32 PM,30.558,,,,,
464,06/06/21 09:45:32 PM,30.558,,,,,
465,06/06/21 09:46:32 PM,30.558,,,,,
466,06/06/21 09:47:32 PM,30.558,,,,,
467,06/06/21 09:48:32 PM,30.558,,,,,
468,06/06/21 09:49:32 PM,30.558,,,,,
469,06/06/21 09:50:32 PM,30.558,,,,,
470,06/06/21 09:51:32 PM,30.558,,,,,
471,06/06/21 09:52:32 PM,30.558,,,,,
472,06/06/21 09:53:32 PM,30.558,,,,,
473,06/06/21 09:54:32 PM,30.558,,,,,
474,06/06/21 09:55:32 PM,30.558,,,,,
475,06/06/21 09:56:32 PM,30.558,,,,,
476,06/06/21 09:57:32 PM,30.558,,,,,
477,06/06/21 09:58:32 PM,30.558,,,,,
478,06/06/21 09:59:32 PM,30.558,,,,,
479,06/06/21 10:00:32 PM,30.558,,,,,
480,06/06/21 10:01:32 PM,30.558,,,,,
481,06/06/21 10:02:32 PM,30.558,,,,,
482,06/06/21 10:03:32 PM,30.558,,,,,
483,06/06/21 10:04:32 PM,30.558,,,,,
484,06/06/21 10:05:32 PM,30.558,,,,,
485,06/06/21 10:06:32 PM,30.558,,,,,
486,06/06/21 10:07:32 PM,30.558,,,,,
487,06/06/21 10:08:32 PM,30.558,,,,,
488,06/06/21 10:09:32 PM,30.558,,,,,
489,06/06/21 10:10:32 PM,30.659,,,,,
490,06/06/21 10:11:32 PM,30.558,,,,,
491,06/06/21 10:12:32 PM,30.558,,,,,
492,06/06/21 10:13:32 PM,30.558,,,,,
493,06/06/21 10:14:32 PM,30.558,,,,,
494,06/06/21 10:15:32 PM,30.659,,,,,
495,06/06/21 10:16:32 PM,30.659,,,,,
496,06/06/21 10:17:32 PM,30.659,,,,,
497,06/06/21 10:18:32 PM,30.558,,,,,
498,06/06/21 10:19:32 PM,30.659,,,,,
499,06/06/21 10:20:32 PM,30.659,,,,,
500,06/06/21 10:21:32 PM,30.659,,,,,
501,06/06/21 10:22:32 PM,30.558,,,,,
502,06/06/21 10:23:32 PM,30.558,,,,,
503,06/06/21 10:24:32 PM,30.659,,,,,
504,06/06/21 10:25:32 PM,30.659,,,,,
505,06/06/21 10:26:32 PM,30.659,,,,,
506,06/06/21 10:27:32 PM,30.558,,,,,
507,06/06/21 10:28:32 PM,30.558,,,,,
508,06/06/21 10:29:32 PM,30.659,,,,,
509,06/06/21 10:30:32 PM,30.659,,,,,
510,06/06/21 10:31:32 PM,30.659,,,,,
511,06/06/21 10:32:32 PM,30.558,,,,,
512,06/06/21 10:33:32 PM,30.558,,,,,
513,06/06/21 10:34:32 PM,30.659,,,,,
514,06/06/21 10:35:32 PM,30.659,,,,,
515,06/06/21 10:36:32 PM,30.659,,,,,
516,06/06/21 10:37:32 PM,30.558,,,,,
517,06/06/21 10:38:32 PM,30.558,,,,,
518,06/06/21 10:39:32 PM,30.659,,,,,
519,06/06/21 10:40:32 PM,30.558,,,,,
520,06/06/21 10:41:32 PM,30.558,,,,,
521,06/06/21 10:42:32 PM,30.558,,,,,
522,06/06/21 10:43:32 PM,30.659,,,,,
523,06/06/21 10:44:32 PM,30.659,,,,,
524,06/06/21 10:45:32 PM,30.659,,,,,
