Sample	Top over-represented sequence	Sum of remaining over-represented sequences
20210608T1400_CBASS_US_MoteIn_Past_6_T0_0_RNASeq_R1_val_1	0.21793668532188235	1.167054391878788
20210608T1400_CBASS_US_MoteIn_Past_6_T0_0_RNASeq_R2_val_2	0.21506441226622963	1.031013095333781
20210608T1400_CBASS_US_MoteIn_Past_6_only_seq_RNASeq_R1_val_1	0.37552647940420497	4.345620460191772
20210608T1400_CBASS_US_MoteIn_Past_6_only_seq_RNASeq_R2_val_2	0.36566100154946707	4.2624449640554065
20210608T1400_CBASS_US_MoteIn_Past_7_30_1140_RNASeq_R1_val_1	0.32273219036932804	4.660369523898293
20210608T1400_CBASS_US_MoteIn_Past_7_30_1140_RNASeq_R2_val_2	0.31032313021682706	4.3500203788803065
20210608T1400_CBASS_US_MoteIn_Past_7_30_180_RNASeq_R1_val_1	0.4388285952273388	12.04564466602361
20210608T1400_CBASS_US_MoteIn_Past_7_30_180_RNASeq_R2_val_2	0.4394614280221935	12.126565367756262
20210608T1400_CBASS_US_MoteIn_Past_7_30_360_RNASeq_R1_val_1	0.36572608355380004	4.760253289442082
20210608T1400_CBASS_US_MoteIn_Past_7_30_360_RNASeq_R2_val_2	0.36272787618364316	4.6383317112829
20210608T1400_CBASS_US_MoteIn_Past_7_30_420_RNASeq_R1_val_1	0.345656169153504	4.805763745942283
20210608T1400_CBASS_US_MoteIn_Past_7_30_420_RNASeq_R2_val_2	0.3431932670500468	4.623948381272047
20210608T1400_CBASS_US_MoteIn_Past_7_30_750_RNASeq_R1_val_1	0.29112242278979455	3.2910675924068555
20210608T1400_CBASS_US_MoteIn_Past_7_30_750_RNASeq_R2_val_2	0.28734372359746063	3.204006138760338
20210608T1400_CBASS_US_MoteIn_Past_7_34_1140_RNASeq_R1_val_1	0.3127682931142855	4.348238364002515
20210608T1400_CBASS_US_MoteIn_Past_7_34_1140_RNASeq_R2_val_2	0.30536904321324426	3.912944991868116
20210608T1400_CBASS_US_MoteIn_Past_7_34_180_RNASeq_R1_val_1	0.31604710839472805	5.531817579579019
20210608T1400_CBASS_US_MoteIn_Past_7_34_180_RNASeq_R2_val_2	0.3192365558390847	6.032504513861658
20210608T1400_CBASS_US_MoteIn_Past_7_34_360_RNASeq_R1_val_1	0.31759578852749354	3.1549954088688206
20210608T1400_CBASS_US_MoteIn_Past_7_34_360_RNASeq_R2_val_2	0.31977131936177405	2.940524856010621
20210608T1400_CBASS_US_MoteIn_Past_7_34_420_RNASeq_R1_val_1	0.38266392850803976	5.852360082204463
20210608T1400_CBASS_US_MoteIn_Past_7_34_420_RNASeq_R2_val_2	0.3778629054174819	5.628857531878607
20210608T1400_CBASS_US_MoteIn_Past_7_34_750_RNASeq_R1_val_1	0.3646496000554306	6.655589887075125
20210608T1400_CBASS_US_MoteIn_Past_7_34_750_RNASeq_R2_val_2	0.37127303897896313	6.162952217420216
20210608T1400_CBASS_US_MoteIn_Past_7_37_1140_RNASeq_R1_val_1	0.13578624726120594	0.0
20210608T1400_CBASS_US_MoteIn_Past_7_37_1140_RNASeq_R2_val_2	0.1361171439049525	0.0
20210608T1400_CBASS_US_MoteIn_Past_7_37_180_RNASeq_R1_val_1	0.7232044013213638	20.15214873328084
20210608T1400_CBASS_US_MoteIn_Past_7_37_180_RNASeq_R2_val_2	0.7239721976800688	20.11369454918378
20210608T1400_CBASS_US_MoteIn_Past_7_37_360_RNASeq_R1_val_1	0.0	0.0
20210608T1400_CBASS_US_MoteIn_Past_7_37_360_RNASeq_R2_val_2	0.0	0.0
20210608T1400_CBASS_US_MoteIn_Past_7_37_420_RNASeq_R1_val_1	0.0	0.0
20210608T1400_CBASS_US_MoteIn_Past_7_37_420_RNASeq_R2_val_2	0.0	0.0
20210608T1400_CBASS_US_MoteIn_Past_7_37_750_RNASeq_R1_val_1	0.13246151001313375	0.11050695846879771
20210608T1400_CBASS_US_MoteIn_Past_7_37_750_RNASeq_R2_val_2	0.13893936970230306	0.11008463060541154
20210608T1400_CBASS_US_MoteIn_Past_7_39_1140_RNASeq_R1_val_1	4.200146929020393	28.79332348050739
20210608T1400_CBASS_US_MoteIn_Past_7_39_1140_RNASeq_R2_val_2	4.216039309641808	28.84732488740765
20210608T1400_CBASS_US_MoteIn_Past_7_39_180_RNASeq_R1_val_1	1.0552839432281667	26.382359171623506
20210608T1400_CBASS_US_MoteIn_Past_7_39_180_RNASeq_R2_val_2	1.0575872307087064	26.394926378862216
20210608T1400_CBASS_US_MoteIn_Past_7_39_360_RNASeq_R1_val_1	0.8978729790170389	3.847677198810127
20210608T1400_CBASS_US_MoteIn_Past_7_39_360_RNASeq_R2_val_2	0.46615299488936784	3.802932698194662
20210608T1400_CBASS_US_MoteIn_Past_7_39_420_RNASeq_R1_val_1	0.0	0.0
20210608T1400_CBASS_US_MoteIn_Past_7_39_420_RNASeq_R2_val_2	0.0	0.0
20210608T1400_CBASS_US_MoteIn_Past_7_39_750_RNASeq_R1_val_1	0.3250899784166263	0.0
20210608T1400_CBASS_US_MoteIn_Past_7_39_750_RNASeq_R2_val_2	0.3266399942069153	0.0
20210608T1400_CBASS_US_MoteIn_Past_7_T0_0_RNASeq_R1_val_1	0.24114355873387175	2.9395478674481836
20210608T1400_CBASS_US_MoteIn_Past_7_T0_0_RNASeq_R2_val_2	0.2412062327652942	3.318245256646502
20210608T1400_CBASS_US_MoteIn_Past_7_only_seq_RNASeq_R1_val_1	0.3082252762485983	2.2264570381314885
20210608T1400_CBASS_US_MoteIn_Past_7_only_seq_RNASeq_R2_val_2	0.3029489152595406	2.201212010147257
20210608T1400_CBASS_US_MoteIn_Past_8_30_1140_RNASeq_R1_val_1	0.21986747386608085	1.8808800218330202
20210608T1400_CBASS_US_MoteIn_Past_8_30_1140_RNASeq_R2_val_2	0.2140610166967593	1.8298721014364914
20210608T1400_CBASS_US_MoteIn_Past_8_30_180_RNASeq_R1_val_1	0.3393484122197892	5.0503365396932995
20210608T1400_CBASS_US_MoteIn_Past_8_30_180_RNASeq_R2_val_2	0.3481273164968979	5.01275434222906
20210608T1400_CBASS_US_MoteIn_Past_8_30_360_RNASeq_R1_val_1	0.31251091908511286	3.9990875807857074
20210608T1400_CBASS_US_MoteIn_Past_8_30_360_RNASeq_R2_val_2	0.3070467901601199	3.844477569158063
20210608T1400_CBASS_US_MoteIn_Past_8_30_420_RNASeq_R1_val_1	0.31448225406207037	3.197789637207327
20210608T1400_CBASS_US_MoteIn_Past_8_30_420_RNASeq_R2_val_2	0.32479107405445196	3.478044079122914
20210608T1400_CBASS_US_MoteIn_Past_8_30_750_RNASeq_R1_val_1	0.43357109329169646	5.877875578801615
20210608T1400_CBASS_US_MoteIn_Past_8_30_750_RNASeq_R2_val_2	0.436130099193952	5.751751559050754
20210608T1400_CBASS_US_MoteIn_Past_8_34_1140_RNASeq_R1_val_1	0.42876796851058774	5.6337085405972624
20210608T1400_CBASS_US_MoteIn_Past_8_34_1140_RNASeq_R2_val_2	0.42547703789187513	5.574924696802063
20210608T1400_CBASS_US_MoteIn_Past_8_34_180_RNASeq_R1_val_1	1.3062916998300071	32.17315368549711
20210608T1400_CBASS_US_MoteIn_Past_8_34_180_RNASeq_R2_val_2	1.308897221062628	32.33403669727679
20210608T1400_CBASS_US_MoteIn_Past_8_34_360_RNASeq_R1_val_1	0.3707614945725709	5.2275547987122755
20210608T1400_CBASS_US_MoteIn_Past_8_34_360_RNASeq_R2_val_2	0.3681279595645084	4.93354378041634
20210608T1400_CBASS_US_MoteIn_Past_8_34_420_RNASeq_R1_val_1	0.3560085140965332	4.665901990202312
20210608T1400_CBASS_US_MoteIn_Past_8_34_420_RNASeq_R2_val_2	0.3427893841933147	4.21104118588683
20210608T1400_CBASS_US_MoteIn_Past_8_34_750_RNASeq_R1_val_1	0.4088052917849839	6.3570579315957705
20210608T1400_CBASS_US_MoteIn_Past_8_34_750_RNASeq_R2_val_2	0.40351112931023686	6.162388138528746
20210608T1400_CBASS_US_MoteIn_Past_8_37_1140_RNASeq_R1_val_1	0.130573636317056	0.0
20210608T1400_CBASS_US_MoteIn_Past_8_37_1140_RNASeq_R2_val_2	0.12594982053077583	0.0
20210608T1400_CBASS_US_MoteIn_Past_8_37_180_RNASeq_R1_val_1	0.3504465784349928	5.005695002769478
20210608T1400_CBASS_US_MoteIn_Past_8_37_180_RNASeq_R2_val_2	0.35085963988384977	5.259334401960456
20210608T1400_CBASS_US_MoteIn_Past_8_37_360_RNASeq_R1_val_1	0.19109651145968465	0.632585990360982
20210608T1400_CBASS_US_MoteIn_Past_8_37_360_RNASeq_R2_val_2	0.19375215528757747	0.5161834999485994
20210608T1400_CBASS_US_MoteIn_Past_8_37_420_RNASeq_R1_val_1	0.11161558901871724	0.0
20210608T1400_CBASS_US_MoteIn_Past_8_37_420_RNASeq_R2_val_2	0.11193535355832204	0.0
20210608T1400_CBASS_US_MoteIn_Past_8_37_750_RNASeq_R1_val_1	0.15440460368617961	0.3351715930326543
20210608T1400_CBASS_US_MoteIn_Past_8_37_750_RNASeq_R2_val_2	0.15269885243025633	0.23554719093045234
20210608T1400_CBASS_US_MoteIn_Past_8_39_1140_RNASeq_R1_val_1	1.0048173338181154	6.676501314609251
20210608T1400_CBASS_US_MoteIn_Past_8_39_1140_RNASeq_R2_val_2	1.009545432385375	6.802521375241536
20210608T1400_CBASS_US_MoteIn_Past_8_39_180_RNASeq_R1_val_1	2.0889504539045687	49.45983963843319
20210608T1400_CBASS_US_MoteIn_Past_8_39_180_RNASeq_R2_val_2	2.094606855039239	49.696924145931
20210608T1400_CBASS_US_MoteIn_Past_8_39_360_RNASeq_R1_val_1	0.8753968012218974	2.227261032651383
20210608T1400_CBASS_US_MoteIn_Past_8_39_360_RNASeq_R2_val_2	0.8564950295139607	2.0348505155424235
20210608T1400_CBASS_US_MoteIn_Past_8_39_420_RNASeq_R1_val_1	0.12034294757245116	0.0
20210608T1400_CBASS_US_MoteIn_Past_8_39_420_RNASeq_R2_val_2	0.1130954514467802	0.0
20210608T1400_CBASS_US_MoteIn_Past_8_39_750_RNASeq_R1_val_1	0.0	0.0
20210608T1400_CBASS_US_MoteIn_Past_8_39_750_RNASeq_R2_val_2	0.0	0.0
20210608T1400_CBASS_US_MoteIn_Past_8_T0_0_RNASeq_R1_val_1	0.40352587353088604	11.43621398491084
20210608T1400_CBASS_US_MoteIn_Past_8_T0_0_RNASeq_R2_val_2	0.4043592065169973	11.493531669361804
20210608T1400_CBASS_US_MoteIn_Past_8_only_seq_RNASeq_R1_val_1	0.4363391467936893	7.080670547982253
20210608T1400_CBASS_US_MoteIn_Past_8_only_seq_RNASeq_R2_val_2	0.4331363814316019	6.342762752119146
20210608T1400_CBASS_US_MoteIn_Past_9_30_1140_RNASeq_R1_val_1	0.2859707808736203	3.3595758311869357
20210608T1400_CBASS_US_MoteIn_Past_9_30_1140_RNASeq_R2_val_2	0.2822714244150233	2.978136089023058
20210608T1400_CBASS_US_MoteIn_Past_9_30_180_RNASeq_R1_val_1	0.33107978832191554	5.051747318284306
20210608T1400_CBASS_US_MoteIn_Past_9_30_180_RNASeq_R2_val_2	0.32725608896639524	5.413947239735959
20210608T1400_CBASS_US_MoteIn_Past_9_30_360_RNASeq_R1_val_1	0.3752965843815463	1.1071926583735832
20210608T1400_CBASS_US_MoteIn_Past_9_30_360_RNASeq_R2_val_2	0.36901846637990227	0.9682684103124892
20210608T1400_CBASS_US_MoteIn_Past_9_30_420_RNASeq_R1_val_1	0.3070901271793367	3.274169829081794
20210608T1400_CBASS_US_MoteIn_Past_9_30_420_RNASeq_R2_val_2	0.2989182123466853	3.241662995100676
20210608T1400_CBASS_US_MoteIn_Past_9_30_750_RNASeq_R1_val_1	0.3604798113186372	5.108291593659201
20210608T1400_CBASS_US_MoteIn_Past_9_30_750_RNASeq_R2_val_2	0.346241435579375	4.925198997131822
20210608T1400_CBASS_US_MoteIn_Past_9_34_1140_RNASeq_R1_val_1	0.3327272320940401	3.900114785537924
20210608T1400_CBASS_US_MoteIn_Past_9_34_1140_RNASeq_R2_val_2	0.32399025100059126	3.545071464366775
20210608T1400_CBASS_US_MoteIn_Past_9_34_180_RNASeq_R1_val_1	0.24438891556180692	4.5299340647359765
20210608T1400_CBASS_US_MoteIn_Past_9_34_180_RNASeq_R2_val_2	0.24535425121043156	4.398960730997582
20210608T1400_CBASS_US_MoteIn_Past_9_34_360_RNASeq_R1_val_1	0.27478225077422946	2.049647659822421
20210608T1400_CBASS_US_MoteIn_Past_9_34_360_RNASeq_R2_val_2	0.26939363696813506	2.469536069993965
20210608T1400_CBASS_US_MoteIn_Past_9_34_420_RNASeq_R1_val_1	0.1869320971711064	0.9713623056751373
20210608T1400_CBASS_US_MoteIn_Past_9_34_420_RNASeq_R2_val_2	0.18883441513967975	0.8333092118632073
20210608T1400_CBASS_US_MoteIn_Past_9_34_750_RNASeq_R1_val_1	0.3181935994859958	3.64086673493699
20210608T1400_CBASS_US_MoteIn_Past_9_34_750_RNASeq_R2_val_2	0.30938096309305424	3.5187377300879423
20210608T1400_CBASS_US_MoteIn_Past_9_37_1140_RNASeq_R1_val_1	0.28049901458586607	1.5413618058382128
20210608T1400_CBASS_US_MoteIn_Past_9_37_1140_RNASeq_R2_val_2	0.27196458278000823	1.4100628549788614
20210608T1400_CBASS_US_MoteIn_Past_9_37_180_RNASeq_R1_val_1	0.3644989426853047	4.670247118703026
20210608T1400_CBASS_US_MoteIn_Past_9_37_180_RNASeq_R2_val_2	0.3727892510916431	4.784406210236271
20210608T1400_CBASS_US_MoteIn_Past_9_37_360_RNASeq_R1_val_1	0.35109767733343333	1.9259125970245565
20210608T1400_CBASS_US_MoteIn_Past_9_37_360_RNASeq_R2_val_2	0.3421852802737347	1.8834433328078029
20210608T1400_CBASS_US_MoteIn_Past_9_37_420_RNASeq_R1_val_1	0.1588356535899485	0.23277380046428653
20210608T1400_CBASS_US_MoteIn_Past_9_37_420_RNASeq_R2_val_2	0.15534517254461172	0.22697885128794248
20210608T1400_CBASS_US_MoteIn_Past_9_37_750_RNASeq_R1_val_1	0.11181307880777473	0.10232248297578296
20210608T1400_CBASS_US_MoteIn_Past_9_37_750_RNASeq_R2_val_2	0.11083502154699465	0.0
20210608T1400_CBASS_US_MoteIn_Past_9_39_1140_RNASeq_R1_val_1	3.068887896423766	22.14550121579219
20210608T1400_CBASS_US_MoteIn_Past_9_39_1140_RNASeq_R2_val_2	3.083445321936507	21.75457935950758
20210608T1400_CBASS_US_MoteIn_Past_9_39_180_RNASeq_R1_val_1	1.6472407539079508	37.81485808083033
20210608T1400_CBASS_US_MoteIn_Past_9_39_180_RNASeq_R2_val_2	1.650171222389248	37.914235151145256
20210608T1400_CBASS_US_MoteIn_Past_9_39_360_RNASeq_R1_val_1	0.6068458489248159	1.3630641916597306
20210608T1400_CBASS_US_MoteIn_Past_9_39_360_RNASeq_R2_val_2	0.5693764277384727	1.3082280119581975
20210608T1400_CBASS_US_MoteIn_Past_9_39_420_RNASeq_R1_val_1	0.10499364594339891	0.0
20210608T1400_CBASS_US_MoteIn_Past_9_39_420_RNASeq_R2_val_2	0.0	0.0
20210608T1400_CBASS_US_MoteIn_Past_9_39_750_RNASeq_R1_val_1	0.0	0.0
20210608T1400_CBASS_US_MoteIn_Past_9_39_750_RNASeq_R2_val_2	0.0	0.0
20210608T1400_CBASS_US_MoteIn_Past_9_T0_0_RNASeq_R1_val_1	0.15896088034180875	0.4030069167762874
20210608T1400_CBASS_US_MoteIn_Past_9_T0_0_RNASeq_R2_val_2	0.1600745603953777	0.38406951377842546
20210608T1400_CBASS_US_MoteIn_Past_9_only_seq_RNASeq_R1_val_1	0.2956743163189074	3.211952036725546
20210608T1400_CBASS_US_MoteIn_Past_9_only_seq_RNASeq_R2_val_2	0.2812979606438996	3.031781606862891
20210610T1400_CBASS_US_MoteOff_Past_1_30_1140_RNASeq_R1_val_1	0.42869500499330426	11.013756630072349
20210610T1400_CBASS_US_MoteOff_Past_1_30_1140_RNASeq_R2_val_2	0.4297228965083489	10.754700435472659
20210610T1400_CBASS_US_MoteOff_Past_1_30_180_RNASeq_R1_val_1	0.36619258587684445	4.864002116329909
20210610T1400_CBASS_US_MoteOff_Past_1_30_180_RNASeq_R2_val_2	0.35757254003993183	4.475230805349152
20210610T1400_CBASS_US_MoteOff_Past_1_30_360_RNASeq_R1_val_1	0.8276339046926157	9.330242452851586
20210610T1400_CBASS_US_MoteOff_Past_1_30_360_RNASeq_R2_val_2	0.8286973214869585	9.2925110129826
20210610T1400_CBASS_US_MoteOff_Past_1_30_420_RNASeq_R1_val_1	0.37714222779964685	3.6966917922830227
20210610T1400_CBASS_US_MoteOff_Past_1_30_420_RNASeq_R2_val_2	0.35423338445138713	3.696091396716155
20210610T1400_CBASS_US_MoteOff_Past_1_30_750_RNASeq_R1_val_1	1.4546933248650897	16.24370788405596
20210610T1400_CBASS_US_MoteOff_Past_1_30_750_RNASeq_R2_val_2	1.4581154357752943	16.068483046584593
20210610T1400_CBASS_US_MoteOff_Past_1_34_1140_RNASeq_R1_val_1	0.3176224809802846	4.9990920099749285
20210610T1400_CBASS_US_MoteOff_Past_1_34_1140_RNASeq_R2_val_2	0.31290197701667105	4.954310307396607
20210610T1400_CBASS_US_MoteOff_Past_1_34_180_RNASeq_R1_val_1	0.35511444626657357	6.561932751262804
20210610T1400_CBASS_US_MoteOff_Past_1_34_180_RNASeq_R2_val_2	0.3421222199486538	6.509233513742481
20210610T1400_CBASS_US_MoteOff_Past_1_34_360_RNASeq_R1_val_1	0.9564692744190088	9.540303838079625
20210610T1400_CBASS_US_MoteOff_Past_1_34_360_RNASeq_R2_val_2	0.9586492583021996	9.581292917759862
20210610T1400_CBASS_US_MoteOff_Past_1_34_420_RNASeq_R1_val_1	0.0	0.0
20210610T1400_CBASS_US_MoteOff_Past_1_34_420_RNASeq_R2_val_2	0.0	0.0
